,Airline,Source,Destination,Price,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_Hours,Duration_Minutes,No_of_stops,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Chennai,Delhi,Kolkata,Mumbai,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy
173,Jet Airways,Kolkata,Banglore,13941,6,5,16,30,16,20,23,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
174,Air India,Delhi,Cochin,9968,9,6,5,0,19,15,38,15,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
175,IndiGo,Banglore,Delhi,4823,3,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176,Jet Airways,Banglore,Delhi,8016,1,6,19,50,22,50,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177,IndiGo,Delhi,Cochin,5073,1,4,20,25,1,30,5,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
178,Jet Airways,Delhi,Cochin,10262,24,6,2,15,19,0,16,45,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
179,Jet Airways,Delhi,Cochin,10262,9,6,9,0,4,25,19,25,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
180,Jet Airways,Delhi,Cochin,11627,6,6,13,0,12,35,23,35,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
181,IndiGo,Kolkata,Banglore,4804,27,6,11,30,14,5,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
182,IndiGo,Delhi,Cochin,6093,27,6,6,40,21,0,14,20,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
183,SpiceJet,Mumbai,Hyderabad,2385,15,3,5,45,7,5,1,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
184,Vistara,Chennai,Kolkata,11982,27,6,17,45,20,5,2,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
185,Jet Airways,Kolkata,Banglore,14571,6,6,8,25,18,15,9,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
186,Jet Airways,Delhi,Cochin,6017,27,3,11,30,18,50,7,20,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
187,Air India,Banglore,Delhi,5228,24,4,21,5,23,55,2,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,IndiGo,Banglore,Delhi,4823,9,5,18,55,21,50,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,Jet Airways Business,Banglore,New Delhi,62427,1,3,5,45,12,25,6,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190,IndiGo,Delhi,Cochin,14871,3,3,9,10,21,0,11,50,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
191,Jet Airways,Kolkata,Banglore,11467,1,4,9,35,19,10,9,35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
192,IndiGo,Delhi,Cochin,8147,9,3,5,5,10,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
193,Air India,Kolkata,Banglore,11432,9,5,16,50,5,35,12,45,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
194,Air India,Delhi,Cochin,11989,24,6,17,15,7,40,14,25,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
195,Air India,Delhi,Cochin,5411,27,4,18,5,21,10,3,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
196,Jet Airways,Kolkata,Banglore,8586,21,5,8,25,8,15,23,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
197,SpiceJet,Kolkata,Banglore,3873,15,4,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
198,Jet Airways,Kolkata,Banglore,14571,9,6,6,30,16,20,9,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
199,Jet Airways,Delhi,Cochin,10262,1,6,19,15,19,0,23,45,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
200,Jet Airways,Kolkata,Banglore,9663,12,5,8,25,9,20,24,55,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
201,Air Asia,Delhi,Cochin,8327,9,3,16,45,22,15,5,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,Multiple carriers,Delhi,Cochin,11667,21,3,8,0,18,50,10,50,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
203,Jet Airways,Kolkata,Banglore,14231,24,3,16,55,19,40,26,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
204,Air India,Kolkata,Banglore,10203,9,5,10,0,23,15,13,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
205,Multiple carriers,Delhi,Cochin,9103,15,5,4,55,12,35,7,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
206,Jet Airways,Kolkata,Banglore,14151,9,6,17,0,14,25,21,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
207,IndiGo,Kolkata,Banglore,6985,3,3,17,15,20,0,2,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
208,Jet Airways,Kolkata,Banglore,13469,6,6,9,35,21,5,11,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
209,IndiGo,Banglore,Delhi,5780,21,6,19,30,22,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
210,IndiGo,Delhi,Cochin,5073,3,4,7,35,12,10,4,35,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
211,Multiple carriers,Delhi,Cochin,13377,1,6,13,0,1,30,12,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
212,Jet Airways,Banglore,Delhi,5769,12,6,7,10,10,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,Multiple carriers,Delhi,Cochin,9627,21,5,8,30,19,0,10,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
214,Jet Airways,Kolkata,Banglore,13941,12,5,8,25,8,15,23,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
215,Jet Airways,Kolkata,Banglore,14781,1,5,8,25,19,50,11,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
216,Air India,Kolkata,Banglore,5510,21,6,14,15,16,45,2,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
217,IndiGo,Kolkata,Banglore,4804,24,6,22,15,0,50,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
218,Jet Airways,Delhi,Cochin,11627,3,6,2,15,4,25,26,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
219,Jet Airways,Banglore,New Delhi,9134,15,3,7,0,13,15,6,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,IndiGo,Delhi,Cochin,4729,27,3,14,30,17,35,3,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
221,Jet Airways,Banglore,New Delhi,26890,1,3,11,40,0,45,13,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222,SpiceJet,Kolkata,Banglore,6171,9,5,8,35,17,15,8,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
223,SpiceJet,Banglore,Delhi,4885,12,4,9,30,12,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,Multiple carriers,Delhi,Cochin,9103,27,5,11,25,19,0,7,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
225,Air India,Mumbai,Hyderabad,2575,24,3,21,5,22,25,1,20,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
226,GoAir,Delhi,Cochin,22794,3,3,14,10,19,20,5,10,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
227,Air India,Delhi,Cochin,8245,21,3,17,15,19,15,26,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
228,SpiceJet,Chennai,Kolkata,3543,3,5,17,45,20,5,2,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
229,Multiple carriers,Delhi,Cochin,6513,9,5,7,10,16,10,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
230,IndiGo,Delhi,Cochin,6069,18,5,16,0,21,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
231,Air India,Delhi,Cochin,8991,9,3,20,30,8,15,11,45,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
232,Multiple carriers,Delhi,Cochin,10197,18,5,9,0,19,0,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
233,Air India,Delhi,Cochin,11543,27,6,5,15,7,40,26,25,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
234,Vistara,Kolkata,Banglore,8610,12,6,7,10,20,20,13,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
235,Air India,Delhi,Cochin,8669,12,6,7,0,19,15,12,15,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
236,IndiGo,Kolkata,Banglore,4226,9,4,19,55,23,50,3,55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
237,Multiple carriers,Delhi,Cochin,9794,9,5,10,20,19,0,8,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
238,Jet Airways,Kolkata,Banglore,10031,24,3,13,55,16,20,26,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
239,Multiple carriers,Delhi,Cochin,11622,3,6,4,55,12,35,7,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
240,Jet Airways,Delhi,Cochin,10368,3,6,5,30,19,0,13,30,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
241,Jet Airways,Banglore,Delhi,7229,6,4,11,10,14,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,Air Asia,Kolkata,Banglore,5162,12,5,6,50,10,30,3,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,Air Asia,Kolkata,Banglore,4384,15,3,10,20,12,55,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
244,Multiple carriers,Delhi,Cochin,7575,9,5,11,25,19,15,7,50,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
245,Air India,Banglore,New Delhi,10657,9,3,11,5,22,45,11,40,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
246,Jet Airways,Delhi,Cochin,13882,27,6,11,45,4,25,16,40,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
247,Multiple carriers,Delhi,Cochin,9526,15,6,11,40,19,15,7,35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
248,IndiGo,Kolkata,Banglore,4174,12,4,15,30,18,5,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
249,Jet Airways,Banglore,New Delhi,14815,6,3,11,40,0,45,13,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250,Air India,Banglore,New Delhi,25703,1,3,21,10,23,55,2,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251,IndiGo,Delhi,Cochin,6838,6,6,9,15,21,0,11,45,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
252,Jet Airways,Delhi,Cochin,21219,9,5,11,40,19,0,7,20,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
253,Air India,Delhi,Cochin,9968,9,6,19,45,19,15,23,30,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
254,Jet Airways,Kolkata,Banglore,11467,1,5,17,0,18,0,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
255,Air India,Kolkata,Banglore,14330,12,5,16,45,12,30,19,45,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
256,IndiGo,Banglore,New Delhi,4259,9,3,16,55,21,50,4,55,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
257,Jet Airways,Banglore,Delhi,8016,12,6,17,45,20,45,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
258,Jet Airways,Delhi,Cochin,16079,21,5,19,15,4,25,9,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
259,IndiGo,Kolkata,Banglore,4804,24,5,17,15,19,50,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
260,IndiGo,Banglore,Delhi,3943,27,4,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
261,Jet Airways,Delhi,Cochin,13292,3,6,21,25,19,0,21,35,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
262,Multiple carriers,Delhi,Cochin,14848,21,5,9,0,19,15,10,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
263,Jet Airways,Kolkata,Banglore,13044,12,6,14,5,8,15,18,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
264,Jet Airways,Banglore,New Delhi,13817,12,3,7,0,23,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265,Air India,Kolkata,Banglore,11432,6,6,16,50,5,35,12,45,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
266,Jet Airways,Banglore,Delhi,7229,15,4,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
267,Air Asia,Kolkata,Banglore,5192,15,5,7,35,19,25,11,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
268,Jet Airways,Mumbai,Hyderabad,5678,24,6,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
269,IndiGo,Banglore,Delhi,4823,12,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
270,Jet Airways,Delhi,Cochin,8882,27,3,19,10,19,45,24,35,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
271,Jet Airways,Delhi,Cochin,10262,15,6,2,15,4,25,26,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
272,Air Asia,Kolkata,Banglore,3807,18,6,9,45,12,15,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,Jet Airways,Banglore,Delhi,6144,3,5,19,50,22,50,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
274,SpiceJet,Kolkata,Banglore,3815,27,3,17,15,19,45,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
275,Jet Airways,Kolkata,Banglore,13626,12,6,14,5,22,35,8,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
276,Vistara,Banglore,Delhi,4668,6,6,9,45,12,35,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
277,Multiple carriers,Delhi,Cochin,21829,6,3,11,35,21,0,9,25,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
278,SpiceJet,Banglore,Delhi,4319,21,4,5,55,8,35,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279,Air India,Kolkata,Banglore,12802,24,5,9,25,13,45,28,20,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
280,Air India,Delhi,Cochin,13748,6,3,5,55,19,15,13,20,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
281,Multiple carriers,Delhi,Cochin,10759,6,3,13,5,21,20,8,15,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
282,Air India,Delhi,Cochin,8603,12,6,12,0,19,15,7,15,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
283,Vistara,Kolkata,Banglore,8452,6,5,7,10,22,40,15,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
284,Multiple carriers,Delhi,Cochin,9794,18,5,6,0,19,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
285,IndiGo,Delhi,Cochin,5000,12,5,14,25,17,40,3,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
286,SpiceJet,Delhi,Cochin,5351,9,4,6,5,11,20,5,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
287,Jet Airways,Delhi,Cochin,5406,1,4,10,0,19,0,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
288,Vistara,Banglore,Delhi,5403,1,4,7,0,9,40,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,SpiceJet,Banglore,Delhi,3919,1,4,5,55,8,35,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,IndiGo,Mumbai,Hyderabad,2754,3,5,20,5,21,40,1,35,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
291,Jet Airways,Kolkata,Banglore,7341,9,5,17,0,18,0,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
292,Jet Airways,Kolkata,Banglore,11134,24,3,8,25,20,40,12,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
293,IndiGo,Mumbai,Hyderabad,3603,21,3,2,30,4,0,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
294,Vistara,Mumbai,Hyderabad,12080,12,3,7,30,9,25,25,55,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
295,Multiple carriers,Delhi,Cochin,14323,9,5,10,0,19,15,9,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
296,Air India,Banglore,New Delhi,5092,21,3,11,50,8,55,21,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
297,Jet Airways,Banglore,New Delhi,13817,12,3,7,0,21,20,14,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
298,Multiple carriers,Delhi,Cochin,13961,21,3,2,15,13,20,11,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
299,Jet Airways,Delhi,Cochin,9296,27,3,6,20,19,45,37,25,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
300,Jet Airways,Delhi,Cochin,8273,21,3,6,20,4,25,22,5,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
301,Jet Airways,Delhi,Cochin,10919,15,6,14,35,12,35,22,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
302,Air Asia,Banglore,Delhi,4483,21,4,11,10,13,55,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Jet Airways,Kolkata,Banglore,14781,9,5,16,30,22,35,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
304,Air India,Banglore,New Delhi,10216,3,3,13,20,16,10,2,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
305,IndiGo,Mumbai,Hyderabad,4049,21,3,6,20,7,45,1,25,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
306,Multiple carriers,Delhi,Cochin,13587,24,6,9,0,21,0,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
307,IndiGo,Delhi,Cochin,6628,6,6,9,15,1,30,16,15,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
308,Jet Airways,Delhi,Cochin,14714,6,6,9,0,19,0,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
309,Multiple carriers Premium economy,Delhi,Cochin,11269,21,3,6,0,13,20,7,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
310,IndiGo,Delhi,Cochin,6979,6,5,10,35,1,30,14,55,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
311,Jet Airways,Kolkata,Banglore,13044,12,6,18,55,16,20,21,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
312,IndiGo,Kolkata,Banglore,5268,21,5,16,35,22,15,5,40,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
313,Air India,Banglore,New Delhi,8425,9,3,22,0,13,20,15,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
314,SpiceJet,Kolkata,Banglore,3873,18,6,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
315,Air India,Delhi,Cochin,6094,15,4,5,10,8,0,2,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
316,Multiple carriers,Delhi,Cochin,18275,1,6,15,5,1,30,10,25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
317,Jet Airways,Banglore,New Delhi,11087,9,3,5,45,11,25,5,40,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,IndiGo,Banglore,Delhi,3943,21,6,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
319,Jet Airways,Kolkata,Banglore,10844,9,6,18,55,18,15,23,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
320,IndiGo,Kolkata,Banglore,4804,24,5,4,40,7,15,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
321,Jet Airways,Delhi,Cochin,12898,21,5,19,45,12,35,16,50,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
322,Multiple carriers,Delhi,Cochin,9646,3,6,9,45,16,10,6,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
323,Air India,Kolkata,Banglore,9416,12,6,12,0,11,10,23,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
324,Multiple carriers,Delhi,Cochin,7886,27,5,9,0,21,0,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
325,Air India,Delhi,Cochin,6094,6,6,18,5,21,10,3,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
326,Jet Airways,Banglore,New Delhi,26890,1,3,7,0,5,5,22,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
327,Jet Airways,Kolkata,Banglore,10844,21,5,14,5,20,45,6,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
328,Air Asia,Banglore,Delhi,4483,21,4,23,55,2,45,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,IndiGo,Banglore,Delhi,4423,21,4,21,15,0,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,Jet Airways,Delhi,Cochin,13014,6,6,9,40,4,25,18,45,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
331,Air India,Delhi,Cochin,6934,1,6,14,10,17,10,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
332,Multiple carriers,Delhi,Cochin,13875,6,3,4,45,18,50,14,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
333,Air India,Banglore,Delhi,5228,15,4,6,10,8,55,2,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
334,Air India,Delhi,Cochin,17266,3,3,20,0,19,15,23,15,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
335,Multiple carriers,Delhi,Cochin,12192,1,6,3,50,12,35,8,45,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
336,IndiGo,Delhi,Cochin,12351,9,3,18,35,1,35,7,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
337,Multiple carriers,Delhi,Cochin,7575,15,5,11,25,19,15,7,50,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
338,IndiGo,Delhi,Cochin,12214,3,3,9,55,15,10,5,15,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
339,Air India,Delhi,Cochin,10566,6,3,20,30,8,15,11,45,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
340,Jet Airways,Delhi,Cochin,12898,27,5,21,50,12,35,14,45,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
341,SpiceJet,Banglore,Delhi,3573,27,6,9,30,12,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
342,Air India,Banglore,Delhi,8273,24,5,6,10,8,55,2,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
343,IndiGo,Kolkata,Banglore,5644,1,5,11,30,14,5,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
344,Jet Airways,Banglore,Delhi,8016,3,6,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,Jet Airways,Delhi,Cochin,10262,3,6,18,15,4,25,10,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
346,IndiGo,Banglore,New Delhi,6860,9,3,1,30,4,15,2,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
347,Jet Airways,Delhi,Cochin,5963,21,3,18,15,4,25,10,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
348,Jet Airways,Delhi,Cochin,9564,18,6,9,50,13,5,3,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
